model,well_id,rmse,mae,n_rows,fold
Extra Trees Optimized,f6bc699b,16.51844373386639,11.814415794039478,5501,3
Extra Trees Optimized,f6d009f4,29.815922002745232,23.298784554200036,8003,2
Extra Trees Optimized,f72b268f,7.124477419379289,5.898590102727508,7918,5
Extra Trees Optimized,f8662c22,18.7522628032842,15.399107177579515,6957,2
Extra Trees Optimized,f88ddb26,31.841931196130606,27.777808225487885,6585,4
Extra Trees Optimized,f8afa78a,9.387203483027857,8.149981553961814,7367,1
Extra Trees Optimized,f8f59188,20.63913670047208,16.320789930237602,6740,5
Extra Trees Optimized,f9fc81aa,7.4038593768578735,5.931134009247903,7113,1
Extra Trees Optimized,fa16d114,19.151881615124665,15.166972802739895,6928,5
Extra Trees Optimized,fa31da94,49.06878441583211,44.00358501811216,6681,5
Extra Trees Optimized,fa667be2,2.3452248651518506,1.7610792274671492,8798,1
Extra Trees Optimized,fae0c593,23.70513036406739,18.298975066068824,6147,4
Extra Trees Optimized,fb03ae90,26.537789676745295,21.39407040428272,8129,2
Extra Trees Optimized,fb0904bd,19.58576147815114,15.20474190667702,5087,4
Extra Trees Optimized,fb3848a1,101.46855933507852,81.2628705703605,7859,3
Extra Trees Optimized,fb73b13a,98.24460700590306,80.39674863232109,7465,1
Extra Trees Optimized,fba7683c,14.166523680758534,12.57129596516953,2058,3
Extra Trees Optimized,fbd68d27,15.901501305887747,11.303069496039509,8552,1
Extra Trees Optimized,fc03f21f,10.812497517239587,6.834892028800334,6202,3
Extra Trees Optimized,fc0d20b2,15.474138136316096,12.140522525754129,5308,4
Extra Trees Optimized,fcfcc902,28.271113521718274,25.715595154529,4665,3
Extra Trees Optimized,fd3b4faa,38.97342373983363,31.842876072582936,6956,1
Extra Trees Optimized,fd710aea,5.594366035323432,4.353684786150448,5960,4
Extra Trees Optimized,fd8f77fa,38.891378840943844,22.41919978715002,6756,3
Extra Trees Optimized,fde20ecf,10.095864398158545,9.034847826180526,6386,2
Extra Trees Optimized,fdfd57da,10.260503556107293,6.75239979695482,7364,5
Extra Trees Optimized,febb4411,9.296044616160136,7.077401474536727,6275,3
Extra Trees Optimized,fef8af96,41.36532407533926,35.884931284833904,5068,3
Extra Trees Optimized,ff0aea78,63.678560394065165,45.03580237972714,4976,3
Extra Trees Optimized,ff8bb73a,33.47948699861393,27.844574477505663,7670,1
Extra Trees Optimized,ffefef30,17.13615814851693,12.629194701689732,6421,2
XGBoost Optimized,000d7d20,36.22483488810936,30.975898777946096,5278,4
XGBoost Optimized,00bbac68,48.01011089969202,41.88013290758519,7559,2
XGBoost Optimized,00e12e8b,21.710078338403502,16.018389626409785,6384,3
XGBoost Optimized,015fe0d2,28.077363478917373,21.819208954831808,5950,1
XGBoost Optimized,01869cd4,15.975511025724533,12.258238195711737,6850,4
XGBoost Optimized,01982c1d,136.7749161337989,120.61405325700272,5587,2
XGBoost Optimized,028d7b28,67.25627827301635,59.710631271340546,7761,1
XGBoost Optimized,02e7fe5a,28.59269485463742,26.76167904099534,6888,1
XGBoost Optimized,0390d174,45.64820833880782,31.626326703614026,6101,3
XGBoost Optimized,03a935ae,22.723174154273007,18.52891338353564,4430,2
XGBoost Optimized,044af7d1,67.4601955925194,60.36224075299764,6067,4
XGBoost Optimized,0498acab,13.713794631512858,11.414425729020968,6432,4
XGBoost Optimized,052d64df,13.946688741343227,11.599690487132321,4590,3
XGBoost Optimized,05948241,14.289881505496309,10.65874586202334,5428,5
XGBoost Optimized,059c8f24,591.5551810057746,550.2925332163117,7998,4
XGBoost Optimized,05a0ee4d,221.66295412045622,206.21392466664292,6098,5
XGBoost Optimized,060ab2b8,60.61665846955321,38.16440842147119,7818,2
XGBoost Optimized,06df5958,83.31698524266193,71.62373700759092,5039,4
XGBoost Optimized,071d7b45,193.19283087562488,162.88905115366776,4720,2
XGBoost Optimized,0849b4e2,176.77887458348,164.7271754912754,7436,2
XGBoost Optimized,084d66f9,22.708994679490303,18.29975590792558,5632,1
XGBoost Optimized,08fecf00,178.60232745922724,168.01658865947854,7405,5
XGBoost Optimized,09053135,38.10126196796165,32.556170518065535,7715,4
XGBoost Optimized,09441b8d,8.293783536628453,5.1799558876352325,7395,1
XGBoost Optimized,0955cd6c,30.77290335220774,28.875686540570047,7125,4
XGBoost Optimized,09ec2ca9,13.516287545766527,10.591077743561526,7824,1
XGBoost Optimized,0a57a29c,8.470771182866432,7.170753117832512,7194,4
XGBoost Optimized,0bbf5e67,29.71735645439653,23.645313834252104,6031,3
XGBoost Optimized,0be01c24,24.01284449071631,21.79739398981976,6385,4
XGBoost Optimized,0c1b160c,39.61183853304317,34.01641558799724,6714,5
XGBoost Optimized,0d99f8e4,71.29615703182351,56.17036044789465,7522,4
XGBoost Optimized,0dc5e64d,239.04669336168772,214.36905078314274,6191,1
XGBoost Optimized,0dc835f3,124.79721985924688,115.26118760655413,5279,2
XGBoost Optimized,0dd99dc5,33.89328079955628,25.102628048593754,9182,2
XGBoost Optimized,0e5e560d,152.81557471443702,121.40665027094812,4896,2
XGBoost Optimized,109d9d70,32.41536753105379,27.378422999273717,5851,4
XGBoost Optimized,10a1281a,65.88252486573556,60.214390565500594,7353,5
XGBoost Optimized,10b89021,32.28474062670529,29.519923368598114,7166,3
XGBoost Optimized,10be2420,13.28388450720662,10.683531571328999,5203,2
XGBoost Optimized,113011eb,25.829809681982713,20.990392457794425,4561,2
XGBoost Optimized,1131525f,75.03628762983053,69.87984144765021,5548,5
XGBoost Optimized,11d0f5ac,15.879281249114548,12.175727592652468,6378,3
XGBoost Optimized,12203f2a,53.35925714412346,43.90314474648129,4991,1
XGBoost Optimized,122bd617,24.63210828557882,15.808036292524875,6408,3
XGBoost Optimized,125be846,43.41203159666114,36.965278606607235,8033,1
XGBoost Optimized,1285a37b,64.66754620160414,55.79603799241029,7403,5
XGBoost Optimized,1295a25b,28.712556857825213,25.194095450831433,7037,1
XGBoost Optimized,12f0cd90,17.447854985280497,15.681786461487484,7431,5
XGBoost Optimized,137d1e44,16.6559128313488,12.947063017285775,6313,5
XGBoost Optimized,13ce113d,207.4043337898506,189.42061141025656,4875,1
XGBoost Optimized,13f598d9,19.763594592834206,15.546169557658903,8934,2
XGBoost Optimized,14a53cb3,10.019768490584449,8.414323836133153,8780,3
XGBoost Optimized,14ab73fb,12.198372351155871,9.735556272494781,5279,3
XGBoost Optimized,14ad5efb,19.546345629662532,18.07931802677003,7352,2
XGBoost Optimized,14fee784,18.96417820856191,15.430441492838824,6406,1
XGBoost Optimized,153552f5,20.047756986449883,17.026908020977498,6498,5
XGBoost Optimized,1550491d,186.428922393544,154.06579228553494,5929,4
XGBoost Optimized,155887bb,27.021839745312537,16.02263560141431,7062,4
XGBoost Optimized,1590af81,44.24040008527468,34.47425753620237,5231,1
XGBoost Optimized,15e154a1,7.8938419738265155,5.293253035093844,7699,4
XGBoost Optimized,1619e2ca,278.9284077896755,265.73114047270684,6002,4
XGBoost Optimized,16e4a047,14.16224137586185,11.529272993545547,5684,5
XGBoost Optimized,173ed841,30.59386627659349,24.27556163859118,6530,3
XGBoost Optimized,1770d7c6,18.006178978848666,13.892821677824537,9121,2
XGBoost Optimized,177622d7,64.60663276976577,58.71877641852005,4699,5
XGBoost Optimized,18d24f7b,5.459770674253775,4.182313155201627,6260,5
XGBoost Optimized,19137a89,36.559844478750676,31.19223009177099,7958,3
XGBoost Optimized,1944513c,48.102742314934545,42.50575984524159,6599,2
XGBoost Optimized,197f8a5a,19.80947143799523,15.405375886578636,8248,4
XGBoost Optimized,19871e7f,41.14113407454858,37.208903049409365,7152,2
XGBoost Optimized,198a5607,19.891791225465532,15.362789609780322,8094,4
XGBoost Optimized,19fb4f7b,74.55617074644248,62.2166385247067,7923,5
XGBoost Optimized,1a518997,11.905702655642646,9.522456305394249,6544,4
XGBoost Optimized,1a68190b,14.43748225927932,12.243063570584022,6502,1
XGBoost Optimized,1a730ac2,22.67508558315081,20.280102050700663,6049,2
XGBoost Optimized,1aaf1da0,27.50497092274549,23.21761815772812,6321,3
XGBoost Optimized,1b08ed48,10.68614129573232,7.97060881424222,7175,5
XGBoost Optimized,1b1c5372,11.590322444716076,9.125756195237027,5792,5
XGBoost Optimized,1b1eba53,46.73904534482448,41.975596392977046,6710,2
XGBoost Optimized,1b6ba517,16.12170912211402,13.695822984409581,8611,3
XGBoost Optimized,1b82b665,51.74872941300314,45.592365968435274,5364,1
XGBoost Optimized,1bcb2fcf,83.09978727659393,71.24882645593166,6202,4
XGBoost Optimized,1beca81d,76.95276043943528,57.451782031250126,6650,1
XGBoost Optimized,1d3fbf02,50.754139912773425,44.72972186801809,4252,3
XGBoost Optimized,1d78281a,22.983649319284368,18.940317473155204,6810,1
XGBoost Optimized,1e30dedf,74.11031244199611,58.40501286621977,5474,1
XGBoost Optimized,1e5e3573,26.496024780627764,24.09826811587859,7126,1
XGBoost Optimized,1f9afacb,25.649296833510647,21.878466699966197,7054,5
XGBoost Optimized,1fdbba44,22.20236257508608,19.99625185659455,6333,4
XGBoost Optimized,1fee2b62,240.5929731387578,215.10751068766814,6323,2
XGBoost Optimized,20096916,24.450638106748524,17.16237979764711,6880,1
XGBoost Optimized,200d233d,32.861684535024395,30.10208190007008,5896,3
XGBoost Optimized,201661b5,140.38752882327128,125.52659031810765,8136,1
XGBoost Optimized,203721ab,21.475668348967897,14.52577744363338,7235,2
XGBoost Optimized,20402d71,7.654417163634571,5.756280501260983,7930,4
XGBoost Optimized,2043abc5,49.158263564255705,34.95959450803186,8513,5
XGBoost Optimized,204cc64b,52.88019761911888,49.76926261814365,6454,2
XGBoost Optimized,206b6193,95.24109920889633,78.4687416066688,8568,2
XGBoost Optimized,2075c696,151.3761760013884,137.8910414636538,5580,3
XGBoost Optimized,22c5f93f,19.285548383256728,15.60464612841442,6919,1
XGBoost Optimized,230eaaa3,47.5328747541625,36.66425575371072,6451,4
XGBoost Optimized,2364716c,13.482389351482649,10.580417173139354,6093,4
XGBoost Optimized,23b9beb0,50.77376628759782,39.527152952573815,8790,4
XGBoost Optimized,24d8997e,7.0742027372628025,5.215751267950121,5188,1
XGBoost Optimized,25050f63,11.50457800278602,10.244522411119942,7155,5
XGBoost Optimized,25939962,52.085458761869766,36.16861249948518,6071,5
XGBoost Optimized,25fd32b3,40.642053590811365,28.462982575684745,4546,1
XGBoost Optimized,261785ee,84.45609385772089,78.2968723991404,5512,1
XGBoost Optimized,264feceb,9.98468817591825,7.742161604220116,7408,2
XGBoost Optimized,26623a50,149.48292832318614,133.97708789297522,7479,2
XGBoost Optimized,26d3a96a,18.17983807538926,14.553278609580476,6465,5
XGBoost Optimized,272abef3,210.31904839853465,194.34323266592952,5682,4
XGBoost Optimized,27300fd5,54.831168554176124,45.664267353354255,7386,3
XGBoost Optimized,276b012a,29.01598227094663,22.58110227532377,6291,4
XGBoost Optimized,27c3155b,12.011665773340493,9.179849850525933,6941,4
XGBoost Optimized,27ebb9b9,88.78994298927692,83.80084451787334,7651,1
XGBoost Optimized,283269ac,19.217092890687955,15.640426557025956,4567,5
XGBoost Optimized,28473855,173.76721532862794,147.15787772021324,6620,5
XGBoost Optimized,28f4eda9,7.949808027988757,6.676633755861607,6824,4
XGBoost Optimized,29b24409,6.476917642692569,5.391798070522202,7417,4
XGBoost Optimized,29de15c8,88.13705665099256,74.05681133811011,5164,5
XGBoost Optimized,2ab29395,17.537302952220703,14.884959175281978,3325,4
XGBoost Optimized,2ac7cb6b,23.779359098703736,19.94131406467996,6451,5
XGBoost Optimized,2acc78d4,77.37673436832095,66.4895871485719,6109,3
XGBoost Optimized,2b034622,21.186833025270857,15.999688880851474,6761,1
XGBoost Optimized,2b06ad65,17.780786875369564,14.381169150346148,5706,1
XGBoost Optimized,2b547943,40.26968350425225,35.405240023874626,5131,2
XGBoost Optimized,2be5c96a,52.224351859350634,42.895893732074654,5753,5
XGBoost Optimized,2bff06cf,49.68346214008379,43.59098214894004,9174,5
XGBoost Optimized,2c0c4a4e,10.93725603517286,7.992335802621326,6719,1
XGBoost Optimized,2cee0cba,150.656135444999,131.36124702304886,7335,3
XGBoost Optimized,2d0c268a,55.78803412416458,49.76329887750451,6289,4
XGBoost Optimized,2d179ded,12.849938306141329,8.481278844850909,9225,3
XGBoost Optimized,2d196986,11.257332350191023,7.304475502795758,8316,3
XGBoost Optimized,2d2d0c6b,96.92547860719965,89.79301983906286,6967,5
XGBoost Optimized,2d35f86d,43.483226030214375,30.41290566535907,6628,3
XGBoost Optimized,2d9f6cb9,11.834662515089338,10.270979886004596,8627,2
XGBoost Optimized,2ddad940,20.723927240138135,17.996444739063318,6812,3
XGBoost Optimized,2e29e833,50.575793602127256,43.50902893554431,7254,1
XGBoost Optimized,2e43c2ea,10.777848215890268,8.661597506888619,7349,4
XGBoost Optimized,2e63d9de,82.85182565462699,68.31677522698872,6505,1
XGBoost Optimized,2ee0235b,21.019902297910917,17.715897366188237,7256,4
XGBoost Optimized,2f19d536,126.7235063357415,124.89222137502621,4744,3
XGBoost Optimized,2f8e53c3,15.12731390355251,13.0783604902612,4133,4
XGBoost Optimized,2fa01aa6,38.065364923776364,32.23958774894755,3860,2
XGBoost Optimized,2fd68f7b,36.688744190960904,25.50435287621446,6381,2
XGBoost Optimized,2fe023be,21.40955234757664,18.274415719111055,6060,3
XGBoost Optimized,30d75030,46.879821907373646,34.95257464688549,5009,3
XGBoost Optimized,310c71a5,10.875236447631512,8.089110539943377,6988,4
XGBoost Optimized,32fe84c9,135.54096586281756,113.32031598849244,8163,5
XGBoost Optimized,33c40295,21.40857285641364,18.29036929683575,5989,2
XGBoost Optimized,3407f5bf,15.956686532475821,12.0356017199567,5309,5
XGBoost Optimized,3417285d,32.37003298916768,23.60468341462197,7458,1
XGBoost Optimized,347242c8,409.88423889730393,356.0746390041615,5437,3
XGBoost Optimized,353e5502,68.32023942199137,59.69852666988369,7901,3
XGBoost Optimized,357c12f9,54.972902775153095,45.02824444188681,5770,1
XGBoost Optimized,3584a6eb,19.51750855024469,15.24488606453257,6150,4
XGBoost Optimized,35b30c7f,118.75687741406175,103.35745830329428,11270,3
XGBoost Optimized,35b3ef6a,19.83799535687497,15.306767475974015,5736,4
XGBoost Optimized,367456ce,22.42148204403189,17.422105838433282,7312,5
XGBoost Optimized,368131f9,40.477079776449145,27.809355153538082,6568,1
XGBoost Optimized,368fe682,42.619895589043686,36.06408400385768,6416,5
XGBoost Optimized,3690a146,6.755245369482255,5.079330045239571,5761,4
XGBoost Optimized,37344c2a,115.78700470793943,103.03944320043554,6943,3
XGBoost Optimized,373ef48b,20.151782054034832,14.53578912979509,4992,5
XGBoost Optimized,374be387,24.967014811275096,21.610067404491886,11802,2
XGBoost Optimized,37d36812,28.611228638008445,24.85739939312583,6017,5
XGBoost Optimized,38991fd4,8.406481433749052,6.916933692226961,6545,5
XGBoost Optimized,389ae58f,79.04986022461054,74.38978462039704,8201,4
XGBoost Optimized,3932faa6,11.10802450835057,9.075089423939124,7388,4
XGBoost Optimized,398dce4b,11.632278004947157,8.424544502372635,5005,2
XGBoost Optimized,39b51819,148.82619159078754,125.00623161332643,6382,5
XGBoost Optimized,3a0af893,94.84064247954726,89.66146938114098,4580,1
XGBoost Optimized,3a223519,29.116967449456933,21.844060422523263,6581,2
XGBoost Optimized,3a7dd95d,533.329692515189,497.0964564254197,4320,4
XGBoost Optimized,3a824aa7,18.433997865943304,14.970805246125334,5678,5
XGBoost Optimized,3a86fe8d,47.418878295290924,42.03154173838833,6572,2
XGBoost Optimized,3aaa2b30,25.178108271573617,19.39235286214032,6396,4
XGBoost Optimized,3ac16ad0,8.63574115780142,5.930817919842785,7412,1
XGBoost Optimized,3b21ea64,55.210932391813,51.330312645899554,9103,1
XGBoost Optimized,3bbe1f5d,13.667554588869866,11.475764129131642,8184,3
XGBoost Optimized,3bfee975,26.381605176072796,25.031116029751246,5088,5
XGBoost Optimized,3c3dbcbc,26.348879038112198,24.342179321235957,6911,5
XGBoost Optimized,3d96d897,12.594179654645144,9.72501101860927,7147,2
XGBoost Optimized,3df4b19e,11.038733350747872,8.320016902833084,6658,4
XGBoost Optimized,3e011332,13.001108883692726,10.376273524628187,4842,4
XGBoost Optimized,3e678ea7,49.62498422410721,36.64449403399341,8737,4
XGBoost Optimized,3ef6372a,39.283618634355456,22.89628874020218,6666,3
XGBoost Optimized,3ef98781,19.518335487109056,16.526448127222434,5343,3
XGBoost Optimized,3f603129,41.65605149661302,35.13719604177725,6599,1
XGBoost Optimized,404c4384,13.768345773192605,9.507341895578023,2612,4
XGBoost Optimized,4121c517,44.38062546215916,37.9051751136674,5471,2
XGBoost Optimized,41fb0192,41.87105995834076,37.24659462558501,4381,2
XGBoost Optimized,42669188,23.8457471478599,16.55725136204771,6080,4
XGBoost Optimized,42c538a1,358.0543139308124,339.30962365635486,4762,1
XGBoost Optimized,43b06c70,26.4333719250625,19.717758772761833,6590,1
XGBoost Optimized,43c7f85a,5.414566608518958,4.0960901694449,7484,4
XGBoost Optimized,43e16325,176.26904007519872,141.99605083137288,5845,5
XGBoost Optimized,44441e54,16.161525947322914,13.723247673648439,5568,4
XGBoost Optimized,445af6c2,28.663322349232665,14.441237912017066,7998,5
XGBoost Optimized,4463446c,217.22129564455474,188.96551489149383,4729,4
XGBoost Optimized,44a94013,18.092242547450507,15.552522720271005,6492,2
XGBoost Optimized,45fb3e21,79.15970181100246,66.84445393041224,5626,1
XGBoost Optimized,460f859e,13.42504629801025,10.930222629591515,4982,3
XGBoost Optimized,4630ab92,110.7559404218463,90.2409509256641,5307,5
XGBoost Optimized,463c38f2,19.520597786424872,16.85397007533472,6048,3
XGBoost Optimized,4654e7de,43.61338378551731,25.8726427759451,7010,5
XGBoost Optimized,466fc788,27.57696376047633,22.512370259390572,7767,2
XGBoost Optimized,46a301e9,61.65344123762886,53.91125103126257,9962,2
XGBoost Optimized,46a7190b,23.219500198710097,11.92293732565095,5646,5
XGBoost Optimized,46d24a09,17.67925313221907,13.708762778407126,6123,5
XGBoost Optimized,46d41ff6,32.79596053786638,26.5462681213419,9226,5
XGBoost Optimized,46dfcfca,13.235728769142462,9.573580771502275,4921,1
XGBoost Optimized,47222616,14.642894034589503,10.981637331298279,5835,3
XGBoost Optimized,47ee27ab,35.69310185514192,24.236027267268035,8274,3
XGBoost Optimized,481de5fc,9.668530759051375,8.070814976564632,7694,2
XGBoost Optimized,48c1f673,32.28636638532981,27.51773781578184,4666,4
XGBoost Optimized,4936af16,28.99061583658905,24.9521411576384,5559,2
XGBoost Optimized,493b5b31,27.217102949279035,20.9074164048882,6884,4
XGBoost Optimized,49dbc14c,72.06944979850726,67.25816869168445,5198,2
XGBoost Optimized,4a035ec2,23.879914233911578,20.509421690139988,4522,3
XGBoost Optimized,4a335117,108.8673255171077,98.83324571224185,6727,3
XGBoost Optimized,4a8ecc0b,83.20967497553063,75.0391465527104,7374,2
XGBoost Optimized,4b462989,11.736772714865973,9.59434601229413,4738,2
XGBoost Optimized,4b831d20,26.374140747307298,20.286353149349353,9433,1
XGBoost Optimized,4c2208f5,22.935332862301927,18.68933177147995,7248,1
XGBoost Optimized,4c3168cf,59.53366205555673,43.342390167446425,5959,5
XGBoost Optimized,4c3df468,28.198488853480697,20.28954086991154,6903,3
XGBoost Optimized,4caa7289,18.113476373761067,16.649789339482265,6854,1
XGBoost Optimized,4cd1ac61,37.36494073229061,29.029572996627675,6709,1
XGBoost Optimized,4cecf7b3,39.09320006524635,34.265022024817725,7676,5
XGBoost Optimized,4ddde4c1,17.22963187533809,13.460782662264217,6417,4
XGBoost Optimized,4e050c92,11.475921482413778,9.575463893298707,5236,4
XGBoost Optimized,4ed93db6,8.064400861965403,6.306759953240506,6496,4
XGBoost Optimized,4f3eb9e9,15.412351272957382,11.990212910780738,5911,2
XGBoost Optimized,4f4ac5ce,161.10650874818668,144.89256698208087,6899,5
XGBoost Optimized,4f4afcc6,10.909785467951613,8.961453713329888,7184,1
XGBoost Optimized,4f69febf,16.484920904282216,13.609321616125557,7599,4
XGBoost Optimized,4fbe9c06,9.562541761762063,7.3037051160163315,7938,1
XGBoost Optimized,504c8b08,6.713205149244885,4.95260549605273,8012,2
XGBoost Optimized,511e1db0,203.88730035546052,160.95411463407893,5645,2
XGBoost Optimized,512943b2,7.574779412879639,6.4448396630837985,6681,2
XGBoost Optimized,5138a660,37.19323003776974,34.09931042432452,4829,3
XGBoost Optimized,516088b7,48.03537224282352,42.61493008753777,8300,1
XGBoost Optimized,521a7819,6.284627077797368,4.3338953920957906,7224,4
XGBoost Optimized,5254b6db,10.563326195182002,8.66824188966282,5115,3
XGBoost Optimized,529e88ca,69.04767639827872,57.25216928868034,5253,2
XGBoost Optimized,52f1e77a,18.310432354593832,16.594924372470395,6053,5
XGBoost Optimized,5305524b,8.931459012813434,7.235367920715945,6457,1
XGBoost Optimized,53134831,22.379775786557087,16.643738217355107,7214,5
XGBoost Optimized,5397ceb1,114.37459947323832,95.07651950314737,6811,2
XGBoost Optimized,53f23031,30.353799733302154,20.060409290747504,10200,1
XGBoost Optimized,543198e8,39.202976268549925,31.767230576382293,8311,5
XGBoost Optimized,54753541,29.432997624326553,25.501451881383094,5679,3
XGBoost Optimized,54a7e3c2,18.453620819770556,13.410469432962808,7893,1
XGBoost Optimized,5542c301,22.188638113206288,16.195753799121025,5433,1
XGBoost Optimized,5567d551,27.923167035681928,23.02019388781277,8390,5
XGBoost Optimized,55efee7f,7.638849871192214,5.786601633771083,6577,4
XGBoost Optimized,5663b2b7,6.938340352422853,5.611978970609551,6907,3
XGBoost Optimized,5693dde2,156.14914060063552,149.96973506661436,4846,1
XGBoost Optimized,56b00794,35.14624149632212,23.28142615350323,7293,1
XGBoost Optimized,57796579,12.09734217001675,8.803667242029587,7622,5
XGBoost Optimized,577eec7c,27.984343883976656,17.34863809572729,6085,2
XGBoost Optimized,57f05c51,13.386457125143023,9.72836231162208,6478,3
XGBoost Optimized,58850d2c,34.676950483590595,30.30796884034388,6918,2
XGBoost Optimized,58fa8486,10.580670843659956,6.380899049644934,6126,4
XGBoost Optimized,591cc951,8.480887319660857,6.279851961969552,6669,4
XGBoost Optimized,593876b6,74.78249517955653,63.314444644890685,6366,4
XGBoost Optimized,59f8b2e8,30.78255991730872,22.564805321541957,5668,1
XGBoost Optimized,5a1a8fd8,101.21873528944347,78.3259647933025,6814,1
XGBoost Optimized,5a5269a9,22.84420773894171,17.707764992471834,8053,2
XGBoost Optimized,5a5d1982,7.723572397910343,5.852804839561092,5446,1
XGBoost Optimized,5a63b5d1,30.19714220919083,27.461003132956247,8052,5
XGBoost Optimized,5aa03df7,36.9738435350726,33.26627775219368,6752,4
XGBoost Optimized,5aa403d0,18.78998721646075,15.285585995653358,4702,4
XGBoost Optimized,5aef5c6c,143.59343466444594,120.67018909856006,4853,2
XGBoost Optimized,5b7b6324,217.17081309116017,192.53580074550916,8197,1
XGBoost Optimized,5bd25f59,38.17760338646259,31.47510581980178,6120,1
XGBoost Optimized,5beded95,47.26132733795874,36.08086183530819,4779,1
XGBoost Optimized,5cb483ac,14.102558139775276,11.242711324673364,5206,4
XGBoost Optimized,5cdd8dbc,8.254009563166628,6.934847777832058,5751,1
XGBoost Optimized,5d11dfb5,30.141803644087428,27.499737765561733,7643,3
XGBoost Optimized,5d7198fd,71.52331607700118,61.11100555197271,4797,4
XGBoost Optimized,5def1ce5,13.915409681486256,9.311954458507847,7997,1
XGBoost Optimized,5eae34a8,117.49022254284226,100.88479113424516,6652,1
XGBoost Optimized,5f4d2a52,276.1688956869925,243.87389087106286,7112,5
XGBoost Optimized,5f6756c5,161.93261071736316,157.42225554451122,8064,4
XGBoost Optimized,5f75f796,14.139563893059174,11.020488766597904,7324,2
XGBoost Optimized,5fb1c15f,19.67969394997563,15.768661484069318,4857,3
XGBoost Optimized,5fffa282,35.31153928287387,31.72527317386119,6223,2
XGBoost Optimized,60e37807,11.76686952544143,10.052412288232594,4641,2
XGBoost Optimized,61f27424,223.89626171756788,208.23008355750227,8341,3
XGBoost Optimized,62569ae3,58.31045781583404,53.80948086071618,5242,1
XGBoost Optimized,62a6f539,8.985104901486892,6.751561563035476,5253,5
XGBoost Optimized,633774dc,27.980829386953904,22.740241847442736,7972,2
XGBoost Optimized,63559d57,29.64389068973845,22.560491992523648,5810,3
XGBoost Optimized,647f2a41,43.52788902649523,32.877217914667646,5836,2
XGBoost Optimized,65156b96,44.37378420798113,32.6776891736649,5046,2
XGBoost Optimized,653612bc,113.78424258638084,110.82728170724002,5946,3
XGBoost Optimized,656a067b,21.06937163563221,17.32696978400734,4896,2
XGBoost Optimized,65a5466a,16.64944586028134,12.739653948524573,6117,2
XGBoost Optimized,660d9546,34.770035147949606,27.771107243739714,6140,2
XGBoost Optimized,6767c111,28.18057281659607,24.32467890101311,8354,2
XGBoost Optimized,67847288,11.522630713133527,9.68630959862785,9174,4
XGBoost Optimized,67a8da4a,11.94743650165114,9.423945929740425,6645,5
XGBoost Optimized,684a6fc1,8.032547829377902,5.739282122073957,11449,5
XGBoost Optimized,698930d1,27.322558243750258,23.123748232629342,6498,2
XGBoost Optimized,699ea575,32.0506256681527,29.608015569339024,5474,4
XGBoost Optimized,69c1bdad,20.89581531540182,15.420852840756172,4645,2
XGBoost Optimized,69e41fa6,46.25096910982503,41.22582426943804,7167,3
XGBoost Optimized,6a0ff78e,9.305355772543924,7.390687534656278,7890,2
XGBoost Optimized,6a8fa194,45.56674203577463,27.077732521271784,4657,5
XGBoost Optimized,6ae68655,21.104506824447803,17.03739048314564,5948,5
XGBoost Optimized,6d1d74e1,14.929691475000853,11.355118639796242,7316,1
XGBoost Optimized,6d590e26,322.25007150428263,278.1060350516451,7842,2
XGBoost Optimized,6d6d93af,73.24993297228352,59.959299599434516,5305,3
XGBoost Optimized,6dbe4b60,24.558509874183557,23.094934958274138,6673,2
XGBoost Optimized,6e6d122c,35.09081830653685,15.227204276524786,7083,3
XGBoost Optimized,6e9ccd38,21.80025221020112,19.052091133109073,9619,5
XGBoost Optimized,6ea22614,19.06690703283456,15.208985582404246,7894,1
XGBoost Optimized,6ede926a,10.120378814209813,8.096929148259413,6621,2
XGBoost Optimized,708caea9,13.705049078258346,10.545425482823976,8482,4
XGBoost Optimized,70925e23,19.403894231967296,15.478898889486866,8072,3
XGBoost Optimized,70e1788b,42.27079672355445,31.53929339182937,11338,4
XGBoost Optimized,71642c7d,32.67831993585553,28.376308074442434,6657,5
XGBoost Optimized,71ccf778,27.707685455283777,24.04387484283733,4623,5
XGBoost Optimized,7224331b,17.632128216997028,12.568032160735564,7566,5
XGBoost Optimized,722cf0d8,14.833782269294234,11.705816720360746,7275,3
XGBoost Optimized,7256229b,19.081327405466443,13.736173247678211,6972,2
XGBoost Optimized,726f3dc2,22.158340841955663,16.076456085392714,8619,5
XGBoost Optimized,7271dd80,9.958814341991728,7.785103066728114,5765,2
XGBoost Optimized,727a3a10,13.226171900269238,9.770879990292846,6342,3
XGBoost Optimized,729665c0,51.95038848416607,44.79293841314924,5775,5
XGBoost Optimized,729e9750,6.593166518638785,5.272217263657886,7427,1
XGBoost Optimized,729f4217,13.276870844690135,10.575357211950143,7592,1
XGBoost Optimized,72dd8501,35.051094872775195,32.812170173345606,6928,3
XGBoost Optimized,73348914,31.922837039626312,27.523732145016186,5686,2
XGBoost Optimized,739a914f,75.10027913786634,59.0693355265406,7319,2
XGBoost Optimized,73b1447d,50.11574036980666,40.07311391273111,7522,1
XGBoost Optimized,74b6186b,14.48026425012792,11.434690155764255,5148,3
XGBoost Optimized,75c20ec7,100.66774907524619,85.7654586983867,7205,3
XGBoost Optimized,75cd5f11,16.176190700596834,14.193427999463855,6410,1
XGBoost Optimized,75d20a82,7.253777663532311,6.110783330878711,7002,2
